Name,Age,Nationality,Overall,Club,ClubName,ClubTop20,WageK,PreferredFoot,Position
Kim Won Sik,26,Korea Republic,64,FC Seoul,Others,No,2,Right,Defence
B. Moe,26,Norway,64,FK Bodø/Glimt,Others,No,1,Right,Defence
Park Sun Ju,26,Korea Republic,64,Gangwon FC,Others,No,2,Left,Defence
D. Bowles,26,Australia,64,Brisbane Roar,Others,No,2,Right,Defence
S. Rafn,26,Norway,64,Lillestrøm SK,Others,No,1,Right,Defence
J. Tveita,26,Norway,64,Sarpsborg 08 FF,Others,No,1,Right,Defence
V. Hammershøj-Mistrati,26,Denmark,63,Hobro IK,Others,No,2,Right,MidField
P. Engblom,26,Sweden,63,Sandefjord Fotball,Others,No,1,Right,Forward
C. Landu Landu,26,Norway,63,Tromsø IL,Others,No,1,Right,MidField
Kim Seon Woo,25,Korea Republic,63,Jeonnam Dragons,Others,No,2,Right,MidField
A. Layouni,25,Sweden,63,FK Bodø/Glimt,Others,No,1,Left,Forward
M. Abdul Shafy,33,Egypt,68,Al Ahli,Others,No,13,Left,Defence
L. Pérez,29,Mexico,64,Club Necaxa,Others,No,3,Right,MidField
F. Portillo,30,Paraguay,64,CD Universidad de Concepción,Others,No,1,Right,MidField
D. Sappa,23,Argentina,62,Estudiantes de La Plata,Others,No,2,Right,GoalKeeper
I. Escobar,22,Argentina,62,Club Atlético Talleres,Others,No,2,Left,Defence
T. David,21,Netherlands,62,ADO Den Haag,Others,No,1,Right,Defence
G. Smith,22,United States,61,Sporting Kansas City,Others,No,1,Right,Defence
A. Kosti?,22,Serbia,61,SK Rapid Wien,Others,No,3,Right,MidField
J. Cacciabue,20,Argentina,60,Newell's Old Boys,Others,No,2,Right,MidField
R. D'Haese,19,Belgium,60,KV Oostende,Others,No,1,Right,MidField
A. Rodríguez,22,Argentina,60,Newell's Old Boys,Others,No,3,Right,Forward
M. Hoxha,18,Belgium,59,KV Kortrijk,Others,No,1,Right,MidField
I. Bolaño,20,Argentina,58,Club Atlético Tigre,Others,No,2,Right,MidField
Q. Antipas,34,Zimbabwe,68,Hobro IK,Others,No,5,Right,Forward
B. Djiby Fall,33,Senegal,67,Hobro IK,Others,No,4,Right,Forward
H. Watanabe,30,Japan,66,Vissel Kobe,Others,No,3,Right,Defence
F. Nordkvelle,32,Norway,66,Odds BK,Others,No,2,Right,MidField
T. Teniste,30,Estonia,66,SK Brann,Others,No,2,Right,Defence
V. Skjerve,30,Norway,66,FK Haugesund,Others,No,2,Right,Defence
D. Holm,32,Norway,66,Vålerenga Fotball,Others,No,2,Left,MidField
K. Yonekura,30,Japan,66,Gamba Osaka,Others,No,4,Right,Defence
T. Yamashita,30,Japan,66,Cerezo Osaka,Others,No,3,Right,Defence
M. Mihara,29,Japan,66,Vissel Kobe,Others,No,3,Right,Defence
P. Haglund,31,Sweden,65,IK Sirius,Others,No,1,Right,MidField
S. Fujita,31,Japan,65,Shonan Bellmare,Others,No,1,Right,MidField
R. Iio,27,Japan,64,V-Varen Nagasaki,Others,No,1,Left,MidField
T. Yonemoto,27,Japan,64,FC Tokyo,Others,No,3,Right,MidField
M. Karlsen,28,Norway,64,Ranheim Fotball,Others,No,1,Right,Forward
M. Musaka,27,Japan,64,Shimizu S-Pulse,Others,No,1,Right,MidField
N. Gouriye,27,Netherlands,64,Vendsyssel FF,Others,No,3,Right,MidField
Ahn Yong Woo,26,Korea Republic,64,Sagan Tosu,Others,No,2,Left,Forward
Hwang Soon Min,27,Korea Republic,64,Daegu FC,Others,No,2,Left,MidField
M. Duke,27,Australia,64,Shimizu S-Pulse,Others,No,1,Right,MidField
S. Kobayashi,27,Japan,64,Vegalta Sendai,Others,No,1,Right,MidField
Brandão,27,Brazil,64,Vendsyssel FF,Others,No,3,Right,MidField
M. Özvardar,20,Turkey,59,Sivasspor,Others,No,2,Right,Forward
C. James,20,England,58,Colchester United,Others,No,2,Right,Defence
R. Blumberg,19,Australia,58,Charlton Athletic,Others,No,1,Left,Defence
B. Wiles,19,England,58,Rotherham United,Others,No,2,Right,MidField
M. Donohue,20,England,58,Fleetwood Town,Others,No,1,Right,MidField
T. Robinson,20,England,58,Bradford City,Others,No,1,Left,Defence
A. Smith,25,England,63,Bristol Rovers,Others,No,2,Right,GoalKeeper
L. Vigouroux,24,Chile,63,Swindon Town,Others,No,2,Right,GoalKeeper
J. McNerney,28,England,63,Crawley Town,Others,No,2,Right,Defence
S. Hendrie,23,Scotland,62,Southend United,Others,No,2,Left,Defence
M. O'Brien,25,Republic of Ireland,62,Newport County,Others,No,2,Right,Defence
L. Shephard,23,Wales,62,Forest Green Rovers,Others,No,2,Right,Defence
T. Davies,26,England,62,Coventry City,Others,No,2,Right,Defence
H. Davis,26,England,62,Grimsby Town,Others,No,2,Right,Defence
K. Kennedy,24,England,62,Shrewsbury,Others,No,2,Right,Defence
L. Cole,25,England,61,Tranmere Rovers,Others,No,2,Right,MidField
A. May,24,England,61,Doncaster Rovers,Others,No,2,Right,Forward
C. Thompson,24,England,61,Wycombe Wanderers,Others,No,1,Right,MidField
G. Omotayo,24,Switzerland,61,Bury,Others,No,3,Right,Forward
J. Williams,25,England,61,Rochdale,Others,No,1,Left,MidField
C. Thomas,24,England,61,Cheltenham Town,Others,No,2,Right,MidField
S. Finley,25,England,61,Accrington Stanley,Others,No,1,Left,MidField
A. Dabasse,24,France,61,Chamois Niortais Football Club,Others,No,1,Left,Forward
J. McCourt,22,England,61,Swindon Town,Others,No,3,Right,MidField
R. Callachan,24,Scotland,61,St. Johnstone FC,Others,No,1,Right,MidField
K. Woolery,23,England,61,Swindon Town,Others,No,3,Right,Forward
M. Rose,23,England,61,Grimsby Town,Others,No,2,Right,MidField
F. El Khoumisti,25,France,61,US Orléans Loiret Football,Others,No,1,Right,Forward
A. Amadi-Holloway,25,Wales,61,Shrewsbury,Others,No,2,Right,Forward
E. Mena,20,Colombia,59,Patriotas Boyacá FC,Others,No,1,Right,MidField
J. Torres,21,Colombia,59,Atlético Bucaramanga,Others,No,1,Right,MidField
N. Córdova,20,Chile,59,Unión Española,Others,No,1,Right,Defence
T. Peay,26,United States,63,Real Salt Lake,Others,No,2,Right,Defence
M. Rosales,26,Argentina,63,Estudiantes de La Plata,Others,No,3,Right,Defence
A. Vanins,38,Latvia,66,FC Zürich,Others,No,2,Right,GoalKeeper
J. Quiroga,36,Argentina,63,Belgrano de Córdoba,Others,No,2,Left,Defence
H. Ræstad,18,Norway,51,Molde FK,Others,No,1,Right,GoalKeeper
J. Svenningsen,23,Denmark,51,Vendsyssel FF,Others,No,1,Right,Defence
S. Foss,19,Norway,50,Sandefjord Fotball,Others,No,1,Right,Defence
D. O'Shaughnessy,23,Finland,60,HJK Helsinki,Others,No,1,Left,Defence
M. Nilor,20,France,59,FC Girondins de Bordeaux,Others,No,4,Right,Forward
L. Ingolotti,18,Argentina,58,Club Atlético Aldosivi,Others,No,1,Right,GoalKeeper
L. Maniero,19,Italy,58,Cittadella,Others,No,1,Right,MidField
B. Kavanagh,17,Republic of Ireland,57,Shamrock Rovers,Others,No,1,Left,MidField
Lolo,26,Spain,63,Real Oviedo,Others,No,2,Right,MidField
Bruno Alves,36,Portugal,71,Parma,Others,No,16,Right,Defence
M. Brighi,37,Italy,69,Empoli,Others,No,5,Right,MidField
G. Munari,35,Italy,67,Parma,Others,No,10,Right,MidField
B. Collins,21,England,61,Burton Albion,Others,No,1,Right,GoalKeeper
S. Brodersen,21,Germany,61,FC St. Pauli,Others,No,2,Right,GoalKeeper
S. Facey,23,England,61,Northampton Town,Others,No,2,Right,Defence
G. Ray,24,Wales,61,Crewe Alexandra,Others,No,3,Right,Defence
L. Donnelly,22,Northern Ireland,60,Motherwell,Others,No,1,Right,Defence
R. Charles-Cook,21,England,60,Gillingham,Others,No,1,Right,MidField
R. Hirakawa,18,Japan,58,FC Tokyo,Others,No,1,Right,MidField
H. Marcelin,18,France,58,AJ Auxerre,Others,No,1,Left,Defence
Alex Geijo,36,Spain,69,Venezia FC,Others,No,2,Right,Forward
Olmo,33,Spain,68,CF Reus Deportiu,Others,No,4,Left,Defence
F. Cosenza,32,Italy,66,Lecce,Others,No,1,Right,Defence
Lu Lin,33,China PR,64,Guangzhou R&F; FC,Others,No,4,Left,MidField
P. Frascatore,26,Italy,64,Carpi,Others,No,1,Left,Defence
Wang Lin,30,China PR,63,Shanghai Greenland Shenhua FC,Others,No,3,Right,Defence
M. Armellino,28,Italy,63,Lecce,Others,No,1,Right,MidField
J. Jiménez,24,Colombia,62,Atlético Bucaramanga,Others,No,1,Right,MidField
F. Ibargüen,24,Colombia,62,Rionegro Águilas,Others,No,1,Right,Defence
H. Suárez,24,Colombia,62,Atlético Huila,Others,No,1,Right,MidField
Liu Weidong,31,China PR,62,Chongqing Dangdai Lifan FC SWM Team,Others,No,2,Right,Forward
K. Fila,20,Poland,61,Lechia Gda?sk,Others,No,1,Right,Defence
T. Galdames,19,Chile,61,Unión Española,Others,No,1,Left,Defence
M. Ambrosiewicz,20,Poland,61,Górnik Zabrze,Others,No,1,Right,MidField
S. Macías,22,Colombia,61,Independiente Medellín,Others,No,1,Left,Defence
A. Madrid,23,Chile,61,CD Everton de Viña del Mar,Others,No,1,Right,MidField
D. Mantilla,21,Colombia,61,Itagüí Leones FC,Others,No,1,Right,MidField
A. Bakir,17,Germany,58,Borussia Dortmund,13BorussiaDortmund,Yes,3,Right,MidField
S. Sessegnon,18,England,58,Fulham,Others,No,3,Right,Defence
J. Boote,18,England,58,Bournemouth,Others,No,4,Right,MidField
A. Coote,20,Scotland,57,Brentford,Others,No,4,Right,MidField
A. Medina,33,Argentina,66,Club Atlético Aldosivi,Others,No,4,Right,Forward
A. Fernández,32,Uruguay,65,San Martin de Tucumán,Others,No,3,Right,MidField
E. Schreiner,29,Austria,65,SCR Altach,Others,No,4,Left,Defence
C. Diedhiou,30,Senegal,65,Royal Excel Mouscron,Others,No,3,Right,Defence
J. Reinhardt,30,Germany,65,FSV Zwickau,Others,No,1,Right,MidField
T. Schrammel,30,Austria,65,SK Sturm Graz,Others,No,5,Left,MidField
T. Danneberg,32,Germany,65,VfL Osnabrück,Others,No,1,Right,MidField
S. Piesinger,26,Austria,64,SCR Altach,Others,No,3,Right,MidField
M. Wagner,31,Germany,64,SV Meppen,Others,No,1,Left,MidField
P. Bürger,31,Austria,64,SV Mattersburg,Others,No,5,Right,Forward
L. Musculus,27,Germany,63,KFC Uerdingen 05,Others,No,2,Right,Forward
Lee Tae Hee,23,Korea Republic,63,Incheon United FC,Others,No,1,Right,GoalKeeper
A. Ibrahimaj,26,Germany,63,KFC Uerdingen 05,Others,No,2,Right,MidField
Jang Dae Hee,24,Korea Republic,63,Jeonnam Dragons,Others,No,1,Right,GoalKeeper
E. Kane,23,Senegal,62,Sandefjord Fotball,Others,No,1,Right,Defence
J. Karlström,23,Sweden,62,Djurgårdens IF,Others,No,1,Right,MidField
I. Dresevic,21,Sweden,62,IF Elfsborg,Others,No,1,Right,Defence
A. Dønnum,20,Norway,61,Vålerenga Fotball,Others,No,1,Left,MidField
D. Konstantopoulos,39,Greece,64,Middlesbrough,Others,No,5,Left,GoalKeeper
B. Williams,35,England,58,Bolton Wanderers,Others,No,1,Right,GoalKeeper
Li Songyi,25,China PR,61,Shandong Luneng TaiShan FC,Others,No,3,Right,Defence
Feng Jing,24,China PR,60,Chongqing Dangdai Lifan FC SWM Team,Others,No,1,Right,MidField
H. Al Raheb,34,Saudi Arabia,66,Al Shabab,Others,No,10,Right,Forward
H. Al Juhayyim,30,Saudi Arabia,63,Al Fateh,Others,No,6,Right,Forward
N. Pelaitay,25,Argentina,62,San Martín de San Juan,Others,No,2,Right,MidField
S. Ingolitsch,21,Austria,62,SKN St. Pölten,Others,No,2,Right,MidField
B. Bye,22,United States,62,New England Revolution,Others,No,1,Right,Defence
P. Puchegger,23,Austria,62,SKN St. Pölten,Others,No,2,Left,Defence
P. Choroba,22,Germany,62,SG Sonnenhof Großaspach,Others,No,1,Right,Defence
F. Álvarez,23,Argentina,62,Belgrano de Córdoba,Others,No,2,Left,Defence
N. Beyer,21,Germany,61,FSV Zwickau,Others,No,1,Right,Defence
S. Amuzie,22,Nigeria,61,FC Lugano,Others,No,1,Left,Defence
D. Tuma,22,Germany,61,Hallescher FC,Others,No,1,Left,MidField
A. Yildirim,23,Germany,61,VfL Sportfreunde Lotte,Others,No,1,Right,Forward
O. Leguizamón,24,Paraguay,61,Godoy Cruz,Others,No,3,Right,Forward
P. Hercher,22,Germany,61,SG Sonnenhof Großaspach,Others,No,1,Right,MidField
Y. Schmid,23,Switzerland,61,FC Luzern,Others,No,2,Right,Defence
M. Romero,22,Argentina,61,Argentinos Juniors,Others,No,2,Right,Forward
T. Freriks,19,Netherlands,60,FC Groningen,Others,No,1,Right,Forward
R. Lauwers,19,Belgium,60,Willem II,Others,No,1,Right,MidField
P. Pusic,19,Switzerland,60,Grasshopper Club Zürich,Others,No,1,Right,MidField
E. Amenyido,20,Germany,60,VfL Osnabrück,Others,No,1,Right,Forward
H. Andersson,19,Sweden,59,Malmö FF,Others,No,1,Right,Defence
I. Oda,19,Japan,59,Kashima Antlers,Others,No,1,Right,Defence
M. Cooper,18,England,58,Plymouth Argyle,Others,No,1,Right,GoalKeeper
E. Mergen,18,Turkey,57,Alanyaspor,Others,No,1,Right,Forward
A. Hartigan,18,England,57,AFC Wimbledon,Others,No,1,Right,MidField
D. Turnbull,18,Scotland,57,Motherwell,Others,No,1,Right,MidField
Elbis,25,Brazil,62,Pachuca,Others,No,4,Left,Defence
A. Al Fiqi,25,Saudi Arabia,61,Al Hilal,Others,No,6,Left,MidField
S. Ormeño,24,Mexico,61,Puebla FC,Others,No,2,Right,Forward
Rafael Zuchi,24,Brazil,60,SD Huesca,Others,No,3,Right,Defence
B. Bvuma,23,South Africa,60,Kaizer Chiefs,Others,No,1,Right,GoalKeeper
P. Bucha,20,Czech Republic,59,Viktoria Plze?,Others,No,1,Right,MidField
F. Navarro,18,Argentina,57,Club Atlético Talleres,Others,No,1,Right,MidField
P. Celeban,33,Poland,69,?l?sk Wroc?aw,Others,No,4,Right,Defence
A. Rivas,33,Colombia,69,América de Cali,Others,No,1,Right,MidField
J. Fuentes,34,Chile,68,Deportes Iquique,Others,No,2,Left,MidField
N. Vujadinovi?,31,Montenegro,66,Lech Pozna?,Others,No,3,Left,Defence
E. Godoy,31,Chile,66,Curicó Unido,Others,No,1,Left,Defence
S. Matuszek,29,Poland,65,Górnik Zabrze,Others,No,2,Right,MidField
A. Hinestroza,29,Colombia,65,Jaguares de Córdoba,Others,No,1,Right,MidField
T. Nowak,32,Poland,65,Zag??bie Sosnowiec,Others,No,2,Left,MidField
G. Sepúlveda,29,Chile,65,San Luis de Quillota,Others,No,1,Right,MidField
N. Bertocchi,29,Argentina,64,Club Deportes Temuco,Others,No,1,Right,MidField
Z. Udovi?i?,30,Serbia,64,Zag??bie Sosnowiec,Others,No,1,Right,MidField
S. Domínguez,30,Chile,64,Club Deportes Temuco,Others,No,1,Right,MidField
Camacho,37,Spain,67,SD Huesca,Others,No,6,Left,MidField
R. Swete,28,Austria,64,TSV Hartberg,Others,No,2,Left,GoalKeeper
D. van Crooij,27,Netherlands,64,VVV-Venlo,Others,No,2,Right,GoalKeeper
L. Kruspzky,26,Argentina,63,Club Atlético Aldosivi,Others,No,2,Left,Defence
L. Schlüter,26,Germany,63,FC Energie Cottbus,Others,No,1,Left,Defence
J. Matuwila,26,Germany,63,FC Energie Cottbus,Others,No,1,Left,Defence
M. Martínez,26,Argentina,63,San Martin de Tucumán,Others,No,2,Left,Defence
D. Poggenberg,26,Germany,63,SG Sonnenhof Großaspach,Others,No,1,Left,Defence
A. Omar,25,Kenya,63,KSV Cercle Brugge,Others,No,3,Left,Defence
T. Schilk,26,Germany,63,Hallescher FC,Others,No,1,Right,Defence
L. Rath,26,Austria,63,SV Mattersburg,Others,No,4,Left,Defence
N. Erlbeck,25,Germany,62,FC Carl Zeiss Jena,Others,No,1,Left,MidField
T. Cicek,26,Turkey,62,Neuchâtel Xamax,Others,No,2,Left,Forward
P. Sarr,25,Senegal,62,FC Zürich,Others,No,3,Right,MidField
T. Schmidt,24,Germany,62,VfL Sportfreunde Lotte,Others,No,1,Right,MidField
S. Mvibudulu,25,DR Congo,62,SG Sonnenhof Großaspach,Others,No,1,Right,Forward
R. Renner,24,Austria,62,SV Mattersburg,Others,No,3,Left,MidField
N. Djouahra,18,France,57,Real Sociedad,Others,No,2,Right,MidField
Pol Lozano,18,Spain,57,RCD Espanyol,Others,No,2,Right,MidField
A. Mironov,18,Russia,57,Lokomotiv Moscow,Others,No,1,Right,MidField
Renatao Baumer,34,Brazil,69,Vitória,Others,No,6,Left,Defence
A. Bruce,33,Northern Ireland,67,Wigan Athletic,Others,No,16,Right,Defence
F. Torres,29,Chile,64,Audax Italiano,Others,No,1,Right,Defence
A. Cadavid,27,Colombia,64,Itagüí Leones FC,Others,No,1,Right,GoalKeeper
J. Buitrago,25,Colombia,63,Patriotas Boyacá FC,Others,No,1,Right,MidField
A. Torralvo,24,Colombia,63,La Equidad,Others,No,1,Left,Defence
G. Soto,24,Chile,63,CD Palestino,Others,No,1,Right,Defence
M. Koj,24,Poland,63,Górnik Zabrze,Others,No,1,Right,Defence
O. Zawada,22,Poland,62,Wis?a P?ock,Others,No,1,Right,Forward
K. Nowak,23,Poland,62,Górnik Zabrze,Others,No,1,Right,MidField
G. Lapslie,20,England,58,Charlton Athletic,Others,No,1,Right,MidField
L. Ntumba,17,France,57,Dijon FCO,Others,No,1,Left,GoalKeeper
C. Doyle,33,Republic of Ireland,66,Heart of Midlothian,Others,No,2,Right,GoalKeeper
T. ?erný,33,Czech Republic,66,Aberdeen,Others,No,2,Left,GoalKeeper
S. Jombati,30,Portugal,64,Wycombe Wanderers,Others,No,2,Right,Defence
D. Gray,30,Scotland,64,Hibernian,Others,No,2,Right,Defence
H. Lingani,30,Ivory Coast,64,AS Béziers,Others,No,1,Right,Defence
C. Alcock,30,England,64,Cheltenham Town,Others,No,3,Right,Defence
L. Stevenson,30,Scotland,64,Hibernian,Others,No,2,Left,Defence
G. Deegan,30,Republic of Ireland,64,Cambridge United,Others,No,3,Right,MidField
J. Byrom,31,England,63,Stevenage,Others,No,3,Left,MidField
D. Loft,31,England,63,Shrewsbury,Others,No,2,Left,MidField
J. Kennedy,31,England,63,Carlisle United,Others,No,3,Right,MidField
S. Foley,31,Republic of Ireland,63,Northampton Town,Others,No,3,Right,MidField
M. Bartley,31,England,63,Hibernian,Others,No,2,Right,MidField
C. Andrew,31,England,63,Rochdale,Others,No,1,Left,Forward
L. Andrenacci,23,Italy,63,Brescia,Others,No,1,Right,GoalKeeper
J. Smith,31,England,63,Crawley Town,Others,No,2,Right,MidField
G. Piscitella,25,Italy,62,Carpi,Others,No,1,Right,Forward
Hou Sen,29,China PR,62,Beijing Sinobo Guoan FC,Others,No,3,Right,GoalKeeper
A. Boniotti,23,Italy,62,Brescia,Others,No,1,Right,Defence
P. Mingoia,26,England,62,Accrington Stanley,Others,No,1,Right,MidField
K. McHattie,24,Scotland,62,Derry City,Others,No,1,Left,Defence
D. Grubb,26,England,62,Forest Green Rovers,Others,No,3,Right,MidField
A. Fisher,28,England,62,Yeovil Town,Others,No,2,Right,Forward
M. Biamou,27,France,62,Coventry City,Others,No,2,Right,Forward
J. Matt,28,Jamaica,62,Newport County,Others,No,2,Right,Forward
J. Devitt,27,Republic of Ireland,62,Carlisle United,Others,No,2,Right,MidField
S. Kopp,23,Germany,61, SSV Jahn Regensburg,Others,No,2,Right,Defence
Kiki,21,Spain,61,Extremadura UD,Others,No,1,Left,Defence
I. Baba,22,Ghana,60,RCD Mallorca,Others,No,1,Right,MidField
Bracali,37,Brazil,73,Boavista FC,Others,No,4,Right,GoalKeeper
H. Canbazo?lu,30,Turkey,64,BB Erzurumspor,Others,No,2,Right,GoalKeeper
T. Ünlü,28,Germany,63,BB Erzurumspor,Others,No,3,Right,Defence
D. Barnes,22,England,61,Colchester United,Others,No,2,Left,GoalKeeper
W. Aimson,24,Wales,61,Bury,Others,No,2,Right,Defence
C. Jacob,21,France,60,Stade Brestois 29,Others,No,1,Right,Defence
D. Hume,21,England,60,Sunderland,Others,No,1,Left,Defence
M. Bola,20,England,60,Blackpool,Others,No,1,Left,Defence
A. Canessa,18,Italy,58,Livorno,Others,No,1,Right,Forward
N. Awuku,18,Germany,58,Holstein Kiel,Others,No,1,Right,Forward
M. Miljevic,17,United States,58,Argentinos Juniors,Others,No,1,Right,MidField
I. Angulo,19,Colombia,57,Envigado FC,Others,No,1,Right,Forward
C. Luna,36,Argentina,69,Club Atlético Tigre,Others,No,6,Right,Forward
B. Kumordzi,33,Ghana,68,KV Kortrijk,Others,No,6,Right,Defence
C. Lepoint,33,Belgium,68,KV Kortrijk,Others,No,6,Right,Defence
J. Young,32,England,67,Brisbane Roar,Others,No,2,Left,GoalKeeper
J. Samuelsen,33,Norway,67,Odds BK,Others,No,2,Right,MidField
H. Mizumoto,32,Japan,67,Sanfrecce Hiroshima,Others,No,4,Right,Defence
N. Zimling,33,Denmark,67,SønderjyskE,Others,No,5,Right,MidField
Kang Min Soo,32,Korea Republic,67,Ulsan Hyundai FC,Others,No,3,Right,Defence
K. Luijckx,32,Netherlands,67,SønderjyskE,Others,No,5,Right,Defence
D. Horst,32,United States,66,Real Salt Lake,Others,No,2,Right,Defence
D. Jakovi?,32,Canada,66,Los Angeles FC,Others,No,2,Right,Defence
Lee Ho Seung,28,Korea Republic,66,Jeonnam Dragons,Others,No,2,Right,GoalKeeper
B. Sverrisson,28,Iceland,65,Aarhus GF,Others,No,4,Left,MidField
J. Hingert,27,Australia,65,Brisbane Roar,Others,No,2,Right,Defence
M. Birighitti,27,Australia,65,Melbourne City FC,Others,No,3,Right,GoalKeeper
Ka Sol Heon,27,Korea Republic,65,Jeonnam Dragons,Others,No,2,Right,Defence
C. Irwin,29,United States,65,Toronto FC,Others,No,2,Right,GoalKeeper
Y. Maruhashi,27,Japan,65,Cerezo Osaka,Others,No,2,Left,Defence
F. Björkén,27,Sweden,64,IF Brommapojkarna,Others,No,1,Right,Defence
S. Tanabe,28,Japan,64,FC Tokyo,Others,No,3,Right,MidField
C. Mallace,28,Scotland,64,Los Angeles FC,Others,No,2,Right,MidField
Han Kook Young,28,Korea Republic,64,Gangwon FC,Others,No,2,Right,MidField
A. Morgan,27,Canada,64,Toronto FC,Others,No,2,Left,Defence
E. Johansen,25,Norway,64,Sandefjord Fotball,Others,No,1,Right,GoalKeeper
B. Hušidi?,31,Bosnia Herzegovina,64,LA Galaxy,Others,No,2,Right,MidField
L. Hgg-Johansson,23,Sweden,64,Kalmar FF,Others,No,1,Right,GoalKeeper
A. Melgalvis,28,Norway,64,Lillestrøm SK,Others,No,1,Right,MidField
Y. Shimada,27,Japan,64,V-Varen Nagasaki,Others,No,1,Left,MidField
Y. Kawai,28,Japan,64,Shimizu S-Pulse,Others,No,1,Right,MidField
J. Davidson,27,Australia,64,Perth Glory,Others,No,2,Left,Defence
M. Boman,29,Sweden,64,Randers FC,Others,No,4,Right,Forward
N. Gunnarsson,27,Norway,64,Djurgårdens IF,Others,No,2,Right,Defence
S. Auer,27,Austria,64,SK Rapid Wien,Others,No,4,Right,Defence
S. Hatanaka,22,Japan,63,Yokohama F. Marinos,Others,No,1,Right,Defence
L. Kalludra,26,Sweden,63,Kristiansund BK,Others,No,1,Right,MidField
F. Dhia Putros,24,Iraq,63,Hobro IK,Others,No,2,Right,Defence
Kim Dae Jung,25,Korea Republic,63,Incheon United FC,Others,No,1,Right,Defence
M. Rømer,26,Denmark,63,SønderjyskE,Others,No,3,Right,MidField
Hwang ByeongGeun,24,Korea Republic,63,Jeonbuk Hyundai Motors,Others,No,1,Right,GoalKeeper
A. Yasser,24,Qatar,63,Vissel Kobe,Others,No,1,Left,Defence
A. Diop,26,Senegal,63,Kristiansund BK,Others,No,1,Right,MidField
S. Adrian,20,Sweden,60,Malmö FF,Others,No,1,Left,MidField
Jeong Seung Won,21,Korea Republic,59,Daegu FC,Others,No,1,Right,MidField
Yoo Ji Ha,19,Korea Republic,59,Pohang Steelers,Others,No,1,Right,Defence
